variant,device,param_count,checkpoint_size_mb,train_loss_est,val_loss_est,val_ppl_est,generation_tokens_per_sec,generation_ms_per_token,peak_vram_mb
FP32_reference,cuda,124031232,473.19574546813965,3.7980512221654257,3.993095842997233,54.22249411916938,105.55380651935,9.473841190338135,6518.82421875
FP16_checkpoint,cuda,124031232,310.2380886077881,3.7924479166666667,3.9296875,50.89107172411317,109.38176659351606,9.14229154586792,5958.36083984375
Dynamic_INT8_CPU,cpu,39028992,267.05133724212646,3.769723415374756,3.965983533859253,52.772147067205225,49.16180739649898,20.340993404388428,
